X Gaze Data, Y Gaze Data, Time 
916,286,18853810
920,287,18853836
920,286,18853843
920,286,18853855
921,286,18853866
923,286,18853877
924,287,18853888
930,287,18853899
950,292,18853913
953,293,18853922
955,293,18853932
955,292,18853945
955,292,18853955
956,292,18853965
956,291,18853992
956,290,18853999
956,290,18854010
958,289,18854024
959,288,18854032
959,287,18854043
960,285,18854070
987,285,18854077
1008,290,18854088
1009,290,18854101
1011,292,18854110
1011,291,18854121
1012,291,18854132
1022,289,18854143
1019,290,18854155
1019,291,18854165
1017,292,18854179
1016,290,18854188
1016,289,18854198
1017,289,18854211
1017,289,18854221
1017,289,18854232
1017,288,18854243
1017,287,18854257
1017,286,18854265
1017,286,18854277
1017,286,18854289
1016,288,18854298
1018,289,18854310
1009,293,18854322
990,305,18854335
961,320,18854343
755,439,18854355
738,449,18854366
723,458,18854376
711,465,18854388
701,471,18854398
654,498,18854412
651,498,18854421
649,498,18854432
650,498,18854443
649,497,18854458
649,497,18854465
648,497,18854476
648,497,18854488
647,497,18854498
647,497,18854510
647,497,18854536
647,497,18854543
647,497,18854554
647,497,18854567
647,497,18854576
647,496,18854588
647,496,18854614
646,495,18854621
647,497,18854631
651,499,18854645
650,499,18854654
654,502,18854665
656,503,18854677
658,504,18854688
664,503,18854698
665,503,18854723
666,505,18854731
666,505,18854743
666,508,18854755
665,507,18854765
665,507,18854776
666,507,18854787
668,508,18854801
669,507,18854809
669,507,18854821
676,507,18854833
714,505,18854843
721,503,18854854
729,503,18854865
732,503,18854879
737,502,18854887
739,502,18854898
741,502,18854910
741,503,18854921
740,504,18854931
740,504,18854957
740,505,18854965
742,505,18854976
741,505,18855002
742,506,18855003
741,506,18855009
741,507,18855021
743,507,18855034
743,509,18855042
740,507,18855054
731,502,18855065
710,484,18855076
672,450,18855087
667,445,18855098
660,438,18855112
655,433,18855121
647,427,18855131
615,397,18855143
614,396,18855154
616,395,18855165
616,396,18855176
616,397,18855190
616,398,18855198
617,398,18855209
617,398,18855221
617,398,18855231
618,398,18855242
618,398,18855254
619,397,18855267
619,397,18855275
620,396,18855287
620,396,18855299
619,394,18855309
619,394,18855320
618,394,18855331
618,393,18855345
618,392,18855354
619,392,18855364
631,384,18855376
646,376,18855387
651,373,18855398
658,370,18855409
660,368,18855423
663,365,18855431
665,363,18855442
666,363,18855455
666,362,18855464
667,363,18855475
667,363,18855502
667,361,18855509
665,359,18855521
665,359,18855533
664,359,18855542
664,358,18855554
664,358,18855579
662,356,18855587
661,357,18855597
661,357,18855610
661,358,18855620
661,358,18855631
654,367,18855658
604,434,18855664
600,438,18855676
599,440,18855690
597,442,18855698
594,444,18855709
592,443,18855721
591,443,18855731
592,443,18855742
592,441,18855754
593,441,18855768
592,441,18855775
592,441,18855787
592,441,18855798
593,440,18855809
593,440,18855820
593,441,18855845
591,442,18855853
591,442,18855864
592,442,18855877
591,443,18855887
591,443,18855897
591,443,18855924
591,443,18855930
591,443,18855942
591,443,18855956
590,440,18855964
589,440,18855975
588,440,18855987
588,439,18856002
590,440,18856008
590,440,18856020
590,440,18856033
589,440,18856042
589,441,18856053
589,441,18856064
590,441,18856080
590,442,18856086
590,443,18856110
590,446,18856120
590,445,18856131
590,444,18856142
590,445,18856153
592,444,18856164
595,443,18856175
598,442,18856189
597,443,18856197
596,443,18856208
592,444,18856220
592,444,18856230
592,445,18856242
592,446,18856267
591,446,18856275
589,445,18856286
589,444,18856299
589,444,18856308
589,444,18856320
590,444,18856331
591,443,18856342
590,443,18856353
595,444,18856364
697,452,18856377
927,461,18856386
1191,392,18856397
1293,333,18856423
1317,301,18856430
1334,282,18856442
1372,243,18856454
1397,223,18856463
1401,205,18856475
1400,180,18856486
1401,180,18856500
1401,184,18856508
1401,183,18856519
1401,186,18856531
1400,188,18856541
1399,191,18856553
1397,191,18856578
1393,191,18856586
1393,192,18856597
1395,191,18856610
1394,191,18856620
1397,185,18856630
1403,174,18856656
1414,154,18856663
1419,146,18856675
1422,142,18856688
1425,136,18856696
1425,135,18856708
1426,135,18856734
1426,136,18856741
1425,137,18856753
1425,137,18856766
1423,137,18856775
1422,137,18856786
1421,137,18856797
1421,137,18856808
1422,137,18856819
1423,138,18856830
1422,138,18856843
1422,138,18856852
1422,138,18856863
1422,138,18856890
1422,137,18856896
1420,134,18856908
1414,140,18856922
1413,141,18856930
1409,151,18856941
1363,241,18856953
1287,393,18856963
1170,652,18856975
1154,686,18857000
1127,744,18857008
1104,794,18857019
1081,846,18857032
1076,856,18857041
1069,867,18857052
1068,863,18857063
1068,864,18857074
1068,858,18857086
1068,859,18857096
1068,859,18857111
1068,859,18857119
1068,859,18857130
1068,860,18857142
1067,863,18857152
1067,863,18857163
1055,863,18857174
975,863,18857188
833,852,18857196
821,851,18857207
812,851,18857220
806,851,18857229
800,852,18857241
798,851,18857252
798,852,18857266
801,854,18857274
801,854,18857286
801,854,18857298
803,854,18857307
803,855,18857319
803,855,18857330
802,855,18857345
801,855,18857352
802,855,18857363
804,854,18857376
807,854,18857385
807,854,18857396
807,852,18857408
807,852,18857419
808,850,18857429
808,849,18857455
808,843,18857463
806,839,18857474
805,835,18857486
806,832,18857496
806,831,18857507
806,831,18857519
805,830,18857533
805,830,18857541
805,827,18857552
807,821,18857564
806,820,18857574
787,800,18857585
775,786,18857611
699,642,18857619
693,630,18857629
690,622,18857642
684,611,18857652
638,522,18857663
634,512,18857689
642,515,18857696
644,515,18857707
643,514,18857719
644,518,18857729
645,519,18857741
644,521,18857752
644,522,18857766
642,523,18857774
643,522,18857785
643,521,18857797
643,521,18857807
642,518,18857818
642,517,18857845
643,519,18857852
643,522,18857863
644,526,18857875
646,527,18857885
646,526,18857896
646,524,18857907
645,524,18857922
645,525,18857929
643,522,18857940
640,518,18857953
628,494,18857963
558,328,18857974
553,313,18857985
551,307,18857998
548,300,18858007
545,291,18858018
542,284,18858029
517,215,18858045
518,211,18858052
519,213,18858062
516,213,18858076
515,213,18858085
515,213,18858096
514,212,18858107
514,212,18858122
513,212,18858129
513,213,18858140
513,212,18858153
513,212,18858162
514,211,18858174
514,211,18858185
514,212,18858200
514,211,18858207
513,210,18858218
512,209,18858232
511,208,18858240
510,208,18858251
510,208,18858262
509,206,18858273
509,205,18858285
508,204,18858296
507,201,18858309
506,200,18858318
506,199,18858329
506,200,18858341
507,200,18858352
507,201,18858362
507,202,18858374
506,203,18858388
505,203,18858395
505,203,18858407
506,204,18858420
506,203,18858429
506,204,18858440
507,204,18858451
566,228,18858462
793,327,18858473
1268,549,18858485
1361,599,18858498
1381,623,18858507
1390,636,18858518
1410,646,18858529
1430,655,18858540
1491,693,18858551
1612,800,18858575
1656,838,18858584
1651,835,18858595
1649,836,18858607
1647,836,18858618
1646,835,18858629
1646,836,18858655
1644,837,18858662
1642,838,18858673
1639,840,18858687
1637,842,18858695
1639,849,18858706
1641,859,18858733
1651,902,18858740
1654,932,18858751
1654,938,18858764
1654,943,18858773
1657,972,18858784
1657,975,18858796
1658,976,18858806
1658,978,18858817
1657,978,18858842
1627,975,18858851
1578,973,18858862
1448,959,18858873
1133,932,18858884
943,919,18858895
923,918,18858920
885,915,18858928
798,909,18858940
765,909,18858951
765,910,18858966
765,910,18858973
762,910,18858984
764,910,18858998
765,911,18859006
765,912,18859018
766,912,18859043
766,912,18859051
765,912,18859062
766,914,18859074
767,913,18859084
766,914,18859095
731,929,18859121
681,948,18859129
673,950,18859140
666,952,18859152
661,954,18859162
655,958,18859173
654,959,18859198
655,957,18859206
655,957,18859217
656,957,18859229
658,959,18859240
658,959,18859251
658,959,18859276
659,958,18859284
659,957,18859295
651,811,18859308
636,446,18859317
635,313,18859328
635,292,18859339
635,275,18859356
635,258,18859361
636,252,18859373
636,240,18859386
637,237,18859394
638,243,18859406
638,245,18859418
636,245,18859428
636,246,18859439
635,244,18859451
634,244,18859465
634,244,18859472
634,243,18859484
634,241,18859495
636,240,18859506
635,239,18859517
635,239,18859541
635,239,18859542
635,239,18859550
635,239,18859561
637,238,18859573
636,238,18859588
637,235,18859595
636,235,18859606
636,235,18859620
636,235,18859628
636,235,18859639
633,232,18859651
623,223,18859661
604,203,18859673
590,189,18859698
574,173,18859706
567,165,18859717
563,160,18859729
532,127,18859739
531,128,18859750
529,127,18859761
529,127,18859775
528,127,18859784
527,127,18859794
526,128,18859807
526,127,18859817
535,130,18859828
534,129,18859839
573,125,18859853
696,117,18859861
942,126,18859873
1274,149,18859884
1306,151,18859894
1321,152,18859906
1329,152,18859931
1494,167,18859939
1521,173,18859950
1528,175,18859962
1522,178,18859972
1521,176,18859983
1519,179,18860009
1519,180,18860017
1518,180,18860028
1516,182,18860040
1514,183,18860050
1514,184,18860061
1513,183,18860086
1511,184,18860094
1493,194,18860105
1472,205,18860117
1454,210,18860127
1451,209,18860139
1450,209,18860164
1450,194,18860172
1450,190,18860183
1450,189,18860196
1453,177,18860205
1452,176,18860216
1452,172,18860228
1452,166,18860238
1451,167,18860249
1449,173,18860276
1444,181,18860282
1442,184,18860294
1440,187,18860307
1441,189,18860315
1438,188,18860327
1429,183,18860354
1424,185,18860361
1424,188,18860372
1424,188,18860386
1424,188,18860394
1424,191,18860405
1424,191,18860416
1425,193,18860427
1425,193,18860438
1424,193,18860463
1423,160,18860471
1425,142,18860482
1431,93,18860494
1441,97,18860505
1441,97,18860515
1442,98,18860527
1445,99,18860541
1446,99,18860549
1450,110,18860561
1450,110,18860586
1450,111,18860587
1449,102,18860594
1448,107,18860605
1447,100,18860618
1449,100,18860627
1453,104,18860639
1451,101,18860665
1449,109,18860672
1450,114,18860683
1450,116,18860696
1451,112,18860705
1451,109,18860716
1453,110,18860728
1459,108,18860738
1468,113,18860750
1497,143,18860775
1584,240,18860783
1612,281,18860794
1633,310,18860805
1652,338,18860816
1684,383,18860827
1705,413,18860838
1819,578,18860852
1822,584,18860860
1822,584,18860872
1822,583,18860898
1822,583,18860906
1821,583,18860916
1819,585,18860929
1818,587,18860938
1816,589,18860950
1816,589,18860975
1814,590,18860983
1813,591,18860994
1813,590,18861006
1812,590,18861016
1811,588,18861027
1815,590,18861038
1828,593,18861052
1918,613,18861060
1929,616,18861072
1934,618,18861084
1937,620,18861094
1945,622,18861105
1955,625,18861130
1954,626,18861138
1953,627,18861149
1954,628,18861161
1954,629,18861172
1955,629,18861183
1954,629,18861207
1953,629,18861216
1954,628,18861227
1953,628,18861238
1952,624,18861249
1952,619,18861260
1945,564,18861272
1947,333,18861286
1946,321,18861293
1946,321,18861305
1945,332,18861317
1945,324,18861327
1945,311,18861338
1946,265,18861349
1945,215,18861362
1942,232,18861371
1941,234,18861382
1940,238,18861394
1938,237,18861404
1937,237,18861416
1936,237,18861442
1936,238,18861449
1932,238,18861460
1931,238,18861473
1930,239,18861483
1930,240,18861493
1930,241,18861505
1929,242,18861516
1928,242,18861527
1928,242,18861552
1927,242,18861560
1925,243,18861571
1925,243,18861584
1924,242,18861593
1924,243,18861604
1924,243,18861616
1925,241,18861631
1925,241,18861638
1925,239,18861662
1925,238,18861671
1925,238,18861682
1925,237,18861694
1925,236,18861704
1925,236,18861716
1924,236,18861742
1923,237,18861748
1923,237,18861760
1924,236,18861772
1924,237,18861782
1925,237,18861793
1925,238,18861819
1926,235,18861826
1926,236,18861837
1927,236,18861849
1927,236,18861860
1927,235,18861871
1926,234,18861882
1926,234,18861895
1926,234,18861904
1926,233,18861916
1926,234,18861941
1925,234,18861949
1925,235,18861960
1925,235,18861973
1925,235,18861982
1925,235,18861993
1925,235,18862019
1926,237,18862026
1926,236,18862037
1926,237,18862050
1925,237,18862060
1925,236,18862071
1925,236,18862097
1924,236,18862104
1924,234,18862116
1924,235,18862129
1924,235,18862138
1925,236,18862149
1925,236,18862160
1925,236,18862171
1924,237,18862182
1924,237,18862208
1924,238,18862215
1924,238,18862226
1924,239,18862238
1926,240,18862249
1927,243,18862260
1932,270,18862285
1932,273,18862293
1931,276,18862304
1931,277,18862316
1931,280,18862326
1930,282,18862337
1928,284,18862349
1924,286,18862362
1923,287,18862371
1924,287,18862382
1922,286,18862393
1922,284,18862404
1922,285,18862415
1922,285,18862426
1922,285,18862440
1919,286,18862449
1919,286,18862459
1919,286,18862471
1919,286,18862482
1919,287,18862493
1918,288,18862504
1918,288,18862517
1919,288,18862526
1919,288,18862537
1918,288,18862564
1918,287,18862570
1918,287,18862582
1918,287,18862594
1918,287,18862604
1918,287,18862615
1918,287,18862641
1917,287,18862648
1917,288,18862659
1916,289,18862673
1915,289,18862682
1915,290,18862692
1916,290,18862704
1916,289,18862715
1915,289,18862726
1911,291,18862752
1885,311,18862759
1752,414,18862770
1473,640,18862784
1547,576,18862792
1409,752,18862803
1250,986,18862815
1117,1185,18862825
1018,1340,18862835
950,1452,18862862
2007,285,18863237
2022,273,18863251
2019,278,18863259
2017,282,18863270
2013,290,18863283
2006,300,18863291
1998,307,18863302
1992,312,18863314
1988,316,18863324
1988,314,18863336
1984,314,18863362
1964,320,18863370
1956,322,18863381
1951,325,18863392
1950,327,18863403
1939,333,18863415
1940,330,18863425
1933,332,18863439
1931,333,18863448
1920,334,18863458
1918,334,18863471
1912,333,18863481
1908,333,18863492
1906,333,18863518
1894,335,18863525
1895,335,18863536
1897,337,18863549
1897,338,18863559
1897,338,18863570
1897,338,18863595
1895,335,18863603
1895,335,18863614
1896,335,18863627
1895,335,18863636
1895,335,18863647
1895,335,18863673
1897,334,18863681
1896,333,18863692
1897,333,18863705
1897,334,18863714
1898,334,18863725
1898,333,18863751
1898,332,18863758
1900,331,18863769
1901,331,18863782
1902,333,18863792
1903,332,18863803
1904,332,18863829
1908,329,18863836
1907,330,18863848
1907,330,18863861
1907,329,18863870
1907,328,18863881
1907,328,18863907
1907,332,18863914
1906,333,18863925
1907,330,18863939
1908,323,18863947
1908,314,18863958
1910,284,18863970
1910,263,18863986
1910,239,18863991
1910,226,18864003
1911,212,18864016
1913,168,18864025
1913,167,18864036
1914,170,18864062
1914,170,18864069
1914,170,18864080
1913,171,18864093
1912,171,18864102
1911,173,18864114
1910,173,18864140
1909,173,18864147
1910,173,18864158
1909,172,18864171
1910,171,18864180
1911,171,18864191
1911,171,18864202
1912,171,18864218
1913,171,18864225
1913,170,18864236
1914,170,18864250
1914,170,18864258
1913,170,18864269
1913,170,18864281
1913,170,18864296
1913,170,18864302
1914,172,18864314
1916,174,18864327
1916,175,18864336
1913,175,18864347
1911,174,18864359
1910,174,18864369
1911,173,18864380
1911,173,18864405
1911,175,18864414
1912,175,18864424
1913,175,18864436
1913,176,18864447
1914,176,18864458
1915,176,18864469
1914,176,18864482
1912,175,18864491
1914,176,18864502
1927,353,18864529
1935,502,18864536
1937,536,18864547
1939,561,18864561
1940,581,18864569
1942,605,18864580
1942,606,18864592
1941,609,18864602
1938,609,18864614
1940,609,18864639
1940,607,18864647
1942,605,18864658
1942,604,18864671
1943,602,18864680
1944,600,18864691
1943,600,18864703
1942,604,18864714
1942,604,18864724
1941,604,18864750
1939,605,18864758
1939,604,18864769
1939,604,18864780
1940,604,18864796
1942,604,18864802
1944,604,18864813
1943,604,18864827
1921,613,18864835
1853,643,18864847
1746,678,18864859
1542,742,18864869
1507,753,18864880
1479,762,18864906
1478,762,18864913
1280,823,18864938
1271,824,18864946
1273,823,18864957
1275,821,18864970
1275,817,18864980
1275,817,18864991
1275,813,18865002
1275,813,18865016
1276,811,18865024
1276,810,18865035
1276,809,18865046
1276,807,18865062
1276,807,18865069
1277,804,18865094
1277,802,18865102
1267,801,18865113
1212,797,18865125
1054,773,18865135
1034,770,18865147
1021,767,18865172
995,761,18865180
988,759,18865190
983,758,18865203
985,756,18865213
986,754,18865224
987,754,18865250
986,753,18865257
986,753,18865268
985,752,18865281
986,751,18865290
985,751,18865302
985,750,18865329
985,745,18865335
985,744,18865347
985,742,18865360
985,741,18865368
985,738,18865380
987,733,18865392
987,731,18865402
986,732,18865413
987,732,18865439
1085,823,18865447
1095,832,18865457
1103,841,18865469
1108,847,18865479
1114,853,18865490
1116,855,18865502
1114,855,18865516
1112,855,18865524
1112,854,18865535
1112,855,18865547
1112,854,18865557
1112,854,18865568
1111,853,18865593
1112,851,18865601
1112,850,18865613
1113,850,18865625
1112,847,18865635
1111,846,18865646
1111,846,18865657
1111,846,18865671
1110,846,18865679
1110,843,18865690
1111,843,18865703
1114,842,18865713
1114,842,18865724
1114,842,18865749
1113,841,18865757
1112,840,18865768
1110,840,18865780
1116,838,18865790
1135,835,18865802
1149,834,18865828
1334,834,18865835
1361,834,18865846
1391,835,18865859
1420,836,18865868
1507,838,18865879
1511,839,18865891
1513,839,18865901
1511,843,18865913
1510,842,18865923
1511,843,18865937
1512,844,18865946
1513,844,18865957
1513,844,18865984
1512,844,18865990
1510,843,18866001
1509,842,18866014
1509,842,18866023
1509,841,18866035
1507,840,18866061
1506,840,18866068
1506,840,18866079
1506,839,18866092
1507,840,18866101
1507,840,18866112
1508,841,18866123
1508,842,18866134
1508,842,18866146
1506,842,18866171
1507,842,18866179
1507,842,18866190
1507,843,18866202
1507,842,18866212
1507,842,18866223
1508,840,18866235
1508,839,18866248
1509,839,18866256
1509,839,18866268
1509,838,18866279
1509,839,18866290
1509,837,18866301
1507,839,18866312
1507,839,18866326
1506,840,18866334
1506,840,18866345
1505,840,18866357
1506,840,18866368
1506,841,18866379
1503,844,18866404
1502,845,18866412
1496,845,18866423
1490,844,18866436
1485,843,18866445
1476,840,18866456
1473,839,18866468
1464,837,18866479
1461,836,18866490
1455,832,18866501
1455,832,18866515
1455,835,18866523
1455,835,18866534
1455,833,18866547
1454,832,18866557
1453,831,18866567
1451,833,18866595
1451,836,18866601
1452,837,18866626
1451,837,18866634
1451,835,18866645
1452,835,18866657
1452,835,18866668
1451,835,18866679
1451,835,18866690
1451,835,18866704
1451,836,18866712
1451,836,18866723
1450,837,18866750
1445,836,18866756
1406,830,18866768
1228,805,18866780
1199,803,18866789
1183,802,18866801
1172,801,18866812
1160,800,18866823
1142,798,18866834
1140,801,18866859
1139,802,18866867
1141,803,18866879
1143,803,18866891
1144,803,18866900
1142,805,18866912
1142,805,18866923
1142,807,18866937
1142,808,18866945
1141,808,18866956
1141,810,18866968
1141,810,18866978
1141,811,18866989
1142,812,18867015
1142,811,18867023
1142,812,18867034
1142,811,18867046
1141,811,18867056
1140,810,18867067
1138,812,18867078
1138,812,18867092
1135,811,18867100
1133,811,18867112
1129,813,18867123
1122,814,18867134
1119,815,18867145
1119,815,18867156
1118,816,18867170
1117,817,18867178
1117,818,18867189
1116,817,18867201
1116,817,18867212
1113,815,18867222
1113,815,18867248
1114,811,18867256
1116,809,18867267
1116,809,18867278
1121,812,18867293
1123,813,18867300
1122,814,18867312
1120,814,18867326
1119,815,18867333
1120,814,18867345
1120,814,18867357
1120,813,18867367
1120,812,18867378
1118,811,18867404
1118,813,18867411
1120,813,18867422
1120,813,18867436
1119,813,18867445
1119,813,18867456
1118,813,18867468
1118,813,18867478
1119,813,18867489
1119,811,18867516
1118,810,18867522
1118,810,18867533
1117,811,18867546
1118,811,18867556
1119,812,18867567
1120,813,18867578
1121,814,18867592
1121,814,18867600
1122,813,18867611
1122,809,18867623
1122,808,18867633
1122,810,18867644
1122,808,18867671
1119,807,18867678
1118,806,18867689
1117,805,18867702
1116,805,18867711
1116,806,18867722
1114,809,18867734
1114,811,18867745
1114,811,18867755
1114,811,18867782
1114,809,18867789
1114,809,18867800
1113,809,18867814
1114,809,18867822
1114,809,18867833
1114,809,18867846
1115,808,18867855
1115,807,18867866
1115,805,18867878
1115,805,18867894
1116,805,18867900
1117,806,18867926
1116,808,18867933
1113,811,18867944
1110,814,18867955
1110,814,18867966
1111,813,18867978
1114,812,18867989
1114,812,18868000
1111,812,18868011
1110,812,18868037
1109,810,18868044
1110,807,18868055
1112,806,18868069
1112,806,18868077
1114,806,18868088
1114,806,18868101
1115,805,18868111
1113,804,18868122
1113,804,18868149
1109,807,18868155
1107,808,18868181
1107,808,18868188
1107,807,18868200
1107,807,18868212
1106,808,18868222
1106,808,18868233
1105,808,18868244
1106,809,18868255
1107,810,18868266
1108,810,18868292
1111,810,18868299
1111,811,18868311
1110,813,18868324
1110,812,18868333
1110,813,18868344
1110,814,18868356
1109,815,18868366
1107,815,18868377
1108,815,18868388
1111,816,18868399
1153,815,18868411
1363,813,18868422
1422,812,18868435
1450,813,18868444
1467,814,18868455
1485,815,18868467
1491,815,18868477
1498,814,18868488
1501,813,18868515
1498,813,18868522
1497,813,18868547
1494,816,18868555
1495,815,18868566
1496,815,18868579
1496,816,18868588
1497,816,18868599
1497,815,18868611
1498,815,18868621
1498,814,18868633
1499,816,18868659
1500,817,18868666
1500,817,18868691
1496,817,18868699
1496,817,18868710
1495,818,18868723
1495,817,18868732
1494,817,18868744
1493,816,18868755
1491,817,18868766
1492,817,18868777
1491,817,18868803
1492,817,18868810
1492,817,18868821
1493,818,18868835
1492,817,18868844
1493,817,18868854
1493,816,18868867
1494,815,18868877
1494,815,18868888
1494,815,18868899
1492,815,18868915
1491,816,18868921
1490,816,18868947
1489,817,18868955
1489,817,18868966
1490,818,18868978
1490,819,18868988
1490,819,18868999
1490,820,18869026
1490,820,18869032
1491,820,18869058
1492,819,18869066
1493,820,18869077
1492,821,18869090
1491,821,18869099
1491,821,18869110
1491,821,18869122
1492,821,18869132
1492,820,18869143
1492,820,18869170
1490,821,18869177
1488,821,18869202
1487,822,18869210
1491,822,18869221
1491,823,18869234
1492,823,18869243
1490,822,18869254
1487,823,18869266
1486,823,18869277
1486,824,18869288
1486,824,18869314
1486,824,18869321
1487,824,18869332
1492,824,18869346
1493,825,18869354
1492,824,18869365
1483,821,18869377
1484,822,18869388
1463,814,18869399
1314,760,18869425
933,620,18869432
925,617,18869443
917,614,18869457
902,607,18869465
899,602,18869477
895,596,18869489
895,596,18869499
892,596,18869510
898,596,18869521
896,597,18869532
878,594,18869543
866,591,18869569
773,563,18869576
760,560,18869587
748,556,18869601
735,551,18869610
656,527,18869621
646,524,18869633
648,525,18869643
649,525,18869654
649,524,18869681
649,526,18869687
648,527,18869712
638,516,18869720
631,492,18869732
579,329,18869744
577,322,18869754
576,319,18869765
575,317,18869792
570,294,18869798
573,291,18869810
576,293,18869823
576,293,18869832
575,292,18869843
573,292,18869855
572,292,18869865
570,295,18869876
569,296,18869902
569,295,18869910
570,295,18869921
570,295,18869933
570,295,18869943
569,295,18869954
574,293,18869980
603,277,18869987
607,276,18869998
607,278,18870011
608,278,18870020
608,278,18870031
608,279,18870058
607,277,18870065
606,277,18870076
606,278,18870089
604,278,18870098
604,278,18870110
604,278,18870121
604,278,18870132
604,278,18870143
605,278,18870168
604,278,18870176
603,278,18870187
603,278,18870199
603,278,18870210
603,279,18870220
603,279,18870232
602,276,18870246
603,277,18870254
603,277,18870265
604,278,18870277
604,279,18870287
608,279,18870298
617,279,18870325
630,276,18870331
635,275,18870343
641,273,18870355
643,273,18870365
646,272,18870376
650,272,18870402
650,272,18870410
650,272,18870420
650,272,18870433
648,272,18870443
647,274,18870454
643,272,18870480
643,272,18870487
644,272,18870498
644,271,18870510
644,272,18870520
644,272,18870531
644,272,18870543
643,273,18870556
641,273,18870565
636,276,18870576
629,278,18870587
623,278,18870602
614,277,18870609
612,277,18870620
612,277,18870634
612,276,18870643
604,274,18870653
604,273,18870665
604,273,18870676
605,272,18870687
605,271,18870712
605,270,18870720
605,270,18870731
603,269,18870743
601,269,18870753
601,269,18870765
600,269,18870790
601,269,18870798
601,269,18870810
604,268,18870822
604,268,18870831
604,268,18870843
604,269,18870868
604,266,18870876
604,264,18870886
604,266,18870900
602,267,18870909
601,270,18870920
602,270,18870946
603,270,18870953
603,270,18870964
603,270,18870977
606,270,18870987
613,270,18870998
633,269,18871024
640,269,18871031
651,265,18871042
653,265,18871056
655,265,18871064
656,265,18871076
654,267,18871087
653,267,18871098
653,268,18871109
653,268,18871120
653,269,18871132
653,269,18871142
653,269,18871153
654,269,18871180
654,269,18871186
655,270,18871197
655,269,18871211
655,269,18871219
654,269,18871231
654,269,18871257
654,267,18871264
655,267,18871276
656,267,18871289
657,266,18871297
657,265,18871309
657,265,18871321
657,265,18871331
658,266,18871342
658,266,18871368
659,266,18871375
660,266,18871386
659,266,18871399
659,266,18871409
659,266,18871420
657,269,18871431
657,269,18871446
657,270,18871453
657,271,18871464
657,271,18871476
656,271,18871486
656,270,18871498
656,271,18871509
657,270,18871523
659,269,18871531
659,268,18871542
658,269,18871554
660,269,18871564
662,269,18871575
666,269,18871586
670,268,18871601
673,269,18871609
674,270,18871619
676,271,18871633
680,272,18871642
683,273,18871652
685,273,18871664
685,272,18871680
685,271,18871686
684,270,18871697
684,270,18871711
684,269,18871719
685,269,18871731
685,270,18871742
686,269,18871752
700,268,18871764
726,265,18871775
729,264,18871789
731,264,18871797
733,263,18871808
736,263,18871821
738,263,18871830
738,263,18871841
737,264,18871867
737,263,18871875
737,264,18871886
737,264,18871898
737,265,18871908
736,266,18871919
735,266,18871930
735,266,18871944
737,267,18871952
738,266,18871964
738,266,18871976
739,266,18871986
740,266,18871997
740,266,18872008
739,267,18872022
739,268,18872030
736,268,18872042
736,268,18872053
733,269,18872064
732,270,18872075
731,270,18872086
731,270,18872099
729,270,18872108
730,270,18872119
730,269,18872131
731,268,18872142
731,267,18872152
731,267,18872178
730,269,18872186
730,268,18872197
731,268,18872209
737,268,18872219
764,270,18872230
776,269,18872256
785,269,18872263
789,268,18872275
793,268,18872287
795,268,18872297
795,267,18872308
793,265,18872334
790,264,18872341
787,266,18872352
794,266,18872364
807,266,18872375
820,265,18872385
831,265,18872412
838,264,18872419
845,263,18872430
845,263,18872443
844,263,18872452
844,263,18872463
842,262,18872489
842,262,18872497
843,262,18872508
843,263,18872521
844,265,18872530
845,266,18872541
847,266,18872552
850,267,18872563
851,267,18872575
850,268,18872600
854,268,18872608
857,268,18872619
867,267,18872631
871,267,18872641
872,267,18872652
874,268,18872678
881,267,18872685
882,267,18872696
883,268,18872710
881,270,18872718
879,272,18872730
880,271,18872757
880,272,18872763
882,273,18872774
882,272,18872787
882,272,18872796
885,270,18872808
886,270,18872819
909,270,18872830
912,270,18872841
920,269,18872866
932,269,18872874
934,269,18872885
937,267,18872897
937,266,18872908
939,264,18872918
940,265,18872945
939,264,18872952
938,264,18872963
938,264,18872976
938,264,18872985
938,264,18872996
939,265,18873023
941,264,18873030
941,264,18873041
942,264,18873054
944,264,18873063
952,264,18873074
1002,267,18873085
1008,267,18873100
1015,268,18873107
1021,269,18873118
1023,270,18873131
1025,269,18873141
1026,269,18873151
1027,267,18873178
1027,266,18873185
1027,266,18873196
1027,267,18873208
1026,269,18873218
1026,270,18873229
1024,272,18873255
1024,273,18873263
1024,274,18873274
1024,274,18873287
1024,274,18873296
1024,274,18873307
1025,274,18873333
1069,264,18873340
1071,264,18873351
1073,262,18873364
1073,262,18873374
1074,262,18873384
1075,262,18873410
1078,259,18873418
1078,260,18873430
1078,261,18873442
1082,261,18873451
1082,261,18873463
1082,262,18873474
1081,263,18873488
1080,263,18873496
1080,263,18873507
1081,263,18873519
1083,263,18873529
1085,265,18873541
1093,264,18873551
1102,262,18873565
1108,263,18873574
1109,263,18873585
1109,263,18873596
1110,263,18873607
1110,263,18873618
1113,265,18873643
1110,265,18873651
1109,265,18873663
1107,265,18873674
1108,265,18873689
1114,267,18873696
1129,268,18873707
1140,268,18873720
1152,268,18873729
1157,269,18873740
1157,270,18873751
1159,270,18873763
1160,270,18873774
1161,270,18873784
1161,271,18873797
1168,272,18873807
1222,270,18873818
1225,270,18873844
1234,269,18873851
1240,268,18873862
1243,268,18873876
1253,266,18873884
1252,266,18873896
1251,267,18873908
1251,267,18873917
1250,267,18873929
1250,268,18873940
1249,268,18873954
1250,271,18873962
1249,272,18873973
