X Gaze Data, Y Gaze Data, Time 
584,443,18889334
584,442,18889339
586,442,18889351
584,442,18889365
584,442,18889373
586,443,18889384
586,443,18889396
588,442,18889407
589,440,18889418
590,440,18889443
591,442,18889451
591,443,18889463
592,445,18889475
591,444,18889484
592,444,18889496
594,439,18889506
597,429,18889518
598,423,18889529
598,422,18889539
601,420,18889554
601,415,18889562
602,415,18889573
603,415,18889586
604,416,18889596
603,415,18889606
604,416,18889618
605,417,18889629
605,418,18889639
605,418,18889666
606,418,18889673
607,419,18889684
607,419,18889696
606,419,18889706
606,419,18889717
606,419,18889729
603,421,18889743
603,421,18889751
603,421,18889762
606,417,18889774
617,398,18889784
622,390,18889796
623,389,18889806
623,389,18889820
623,388,18889829
623,388,18889839
623,387,18889851
626,386,18889862
625,385,18889873
625,385,18889884
625,385,18889898
625,385,18889906
625,386,18889917
625,386,18889930
625,387,18889940
625,388,18889951
625,388,18889962
625,388,18889976
626,387,18889984
626,388,18889995
627,388,18890008
627,389,18890017
627,389,18890028
627,389,18890039
627,390,18890055
628,391,18890062
628,392,18890072
629,392,18890085
628,391,18890095
628,391,18890106
627,390,18890133
627,389,18890139
626,391,18890164
626,390,18890172
625,391,18890184
625,391,18890196
625,392,18890205
625,393,18890217
625,393,18890243
625,392,18890250
625,392,18890262
625,392,18890275
625,392,18890284
625,393,18890295
625,394,18890306
625,393,18890317
625,390,18890329
625,391,18890354
625,389,18890362
625,389,18890372
625,389,18890386
625,389,18890395
626,390,18890406
625,390,18890433
621,399,18890439
617,406,18890450
617,406,18890463
617,407,18890472
616,409,18890484
614,412,18890510
612,418,18890517
612,419,18890528
612,418,18890542
611,418,18890550
611,419,18890561
610,419,18890573
610,420,18890583
610,420,18890595
610,419,18890620
610,419,18890628
610,419,18890638
610,418,18890651
610,418,18890661
610,418,18890672
610,418,18890698
611,416,18890705
611,415,18890717
610,417,18890730
609,418,18890739
608,419,18890750
608,417,18890776
607,416,18890783
608,415,18890795
608,415,18890808
609,415,18890817
608,414,18890828
606,415,18890839
599,419,18890850
600,419,18890861
597,420,18890872
596,421,18890886
592,423,18890894
592,423,18890905
591,423,18890917
587,422,18890928
587,423,18890939
585,424,18890964
589,421,18890972
590,420,18890983
589,419,18890996
587,418,18891005
587,418,18891016
585,417,18891028
585,416,18891038
584,415,18891050
583,415,18891075
658,456,18891081
427,774,18891151
423,780,18891160
414,791,18891171
414,791,18891183
619,459,18891198
617,462,18891205
610,473,18891216
602,463,18891229
598,453,18891238
596,447,18891250
598,438,18891261
600,429,18891276
605,434,18891283
594,419,18891294
592,418,18891307
592,418,18891316
590,417,18891328
590,418,18891353
592,417,18891361
593,416,18891371
592,415,18891384
588,416,18891394
588,415,18891405
588,415,18891416
588,415,18891432
588,414,18891438
586,415,18891449
584,414,18891463
585,413,18891471
587,413,18891483
587,413,18891494
587,414,18891509
587,414,18891516
586,413,18891527
586,413,18891541
586,413,18891549
587,413,18891561
587,412,18891572
586,413,18891583
586,414,18891594
586,415,18891605
585,417,18891618
585,417,18891627
585,417,18891638
585,418,18891650
585,418,18891661
588,417,18891671
588,416,18891682
588,414,18891696
588,412,18891705
587,410,18891716
586,408,18891728
586,409,18891741
587,411,18891749
589,412,18891761
589,413,18891773
590,412,18891782
589,412,18891794
590,414,18891819
590,418,18891827
590,419,18891838
591,419,18891850
591,420,18891860
591,419,18891871
591,419,18891898
590,416,18891904
590,415,18891916
590,415,18891929
589,415,18891938
589,415,18891949
589,414,18891976
587,413,18891982
587,413,18891994
586,416,18892007
586,416,18892016
586,416,18892027
587,415,18892053
588,417,18892060
590,420,18892071
607,475,18892084
607,475,18892094
607,475,18892105
608,477,18892116
609,481,18892131
611,487,18892137
616,508,18892149
617,510,18892163
619,509,18892171
617,509,18892182
618,508,18892194
617,508,18892204
616,506,18892215
616,505,18892227
616,505,18892241
614,505,18892249
614,505,18892260
613,505,18892273
615,503,18892282
615,503,18892293
615,505,18892319
614,506,18892327
612,507,18892337
612,507,18892351
612,506,18892360
613,505,18892371
612,505,18892383
611,506,18892393
610,506,18892404
610,506,18892415
609,505,18892429
610,505,18892437
611,505,18892449
611,505,18892461
612,505,18892471
613,505,18892482
612,506,18892508
611,509,18892515
611,508,18892527
611,508,18892540
611,506,18892549
612,505,18892560
610,497,18892572
607,494,18892582
607,493,18892593
607,493,18892604
607,491,18892618
605,487,18892627
605,488,18892637
603,486,18892649
602,487,18892660
603,487,18892671
605,487,18892696
605,487,18892704
605,488,18892715
606,488,18892742
607,488,18892749
608,489,18892760
607,489,18892773
606,490,18892782
607,489,18892793
609,477,18892805
610,471,18892815
611,464,18892827
612,452,18892851
614,438,18892860
614,435,18892870
612,435,18892882
613,434,18892893
613,434,18892904
613,434,18892915
613,435,18892928
612,439,18892937
612,439,18892948
611,438,18892974
612,437,18892981
611,436,18892993
611,436,18893006
611,438,18893015
611,440,18893026
613,452,18893037
627,532,18893053
628,534,18893060
628,539,18893070
629,544,18893084
630,550,18893093
630,551,18893104
636,577,18893115
636,576,18893131
636,575,18893137
636,575,18893148
637,574,18893162
637,573,18893171
636,573,18893181
636,573,18893208
637,573,18893215
637,573,18893226
629,575,18893237
628,576,18893248
629,575,18893259
632,576,18893270
632,576,18893285
633,577,18893293
630,579,18893304
629,580,18893317
630,580,18893326
632,581,18893337
633,581,18893348
633,582,18893359
633,583,18893370
632,583,18893381
632,584,18893395
633,584,18893404
633,583,18893415
633,584,18893427
631,582,18893437
632,581,18893448
632,582,18893474
632,582,18893481
632,583,18893493
633,585,18893505
634,586,18893515
634,586,18893526
634,584,18893551
633,582,18893552
632,582,18893559
632,582,18893570
632,580,18893581
632,579,18893597
635,572,18893603
639,565,18893614
641,561,18893628
642,559,18893637
641,560,18893648
642,558,18893660
642,557,18893670
640,556,18893681
640,555,18893707
641,556,18893715
639,557,18893726
637,560,18893739
639,560,18893748
652,557,18893759
655,556,18893770
659,556,18893781
662,555,18893793
665,553,18893818
668,550,18893826
670,550,18893837
671,550,18893850
671,550,18893859
671,551,18893870
671,551,18893882
670,551,18893892
670,550,18893903
668,547,18893914
668,547,18893928
669,548,18893937
670,549,18893948
675,549,18893959
690,549,18893974
695,548,18893981
698,548,18893992
702,548,18894006
715,547,18894014
717,547,18894026
735,545,18894036
738,550,18894047
736,548,18894059
736,547,18894070
735,547,18894083
735,546,18894092
736,544,18894103
738,541,18894114
736,543,18894129
735,545,18894136
735,545,18894147
735,545,18894160
735,544,18894170
736,543,18894181
735,544,18894192
735,546,18894206
735,548,18894214
735,548,18894225
740,548,18894237
766,547,18894247
775,548,18894259
779,548,18894269
782,547,18894283
786,543,18894292
789,542,18894303
789,541,18894314
789,543,18894330
789,543,18894336
789,540,18894347
789,542,18894361
790,546,18894370
789,548,18894381
789,548,18894407
790,547,18894414
789,548,18894426
789,548,18894439
794,545,18894447
793,545,18894459
793,544,18894470
793,543,18894481
791,542,18894492
790,542,18894503
790,542,18894517
791,542,18894525
792,541,18894536
816,544,18894547
825,545,18894563
827,545,18894569
827,545,18894580
828,545,18894594
830,545,18894603
831,545,18894614
829,546,18894626
830,545,18894636
828,550,18894647
828,550,18894673
837,550,18894681
847,550,18894692
854,550,18894704
863,550,18894714
874,549,18894725
885,547,18894751
890,546,18894758
890,546,18894769
891,545,18894781
891,545,18894792
891,546,18894803
890,547,18894829
891,545,18894836
891,543,18894847
891,541,18894861
891,541,18894869
891,542,18894881
893,542,18894907
893,546,18894914
893,548,18894925
893,548,18894939
893,548,18894947
901,548,18894958
918,546,18894970
936,545,18894980
947,545,18894992
952,545,18895017
961,544,18895025
961,543,18895036
961,544,18895049
963,542,18895058
963,541,18895069
963,541,18895096
963,540,18895103
964,540,18895114
963,540,18895128
962,548,18895136
962,548,18895147
961,548,18895160
961,548,18895169
962,547,18895180
962,547,18895206
963,546,18895213
963,545,18895225
963,544,18895238
963,544,18895247
962,544,18895258
962,544,18895270
962,544,18895280
961,544,18895292
958,544,18895317
977,544,18895325
1005,544,18895335
1014,545,18895349
1019,546,18895358
1020,546,18895369
1030,547,18895395
1043,548,18895403
1043,549,18895413
1042,549,18895425
1042,549,18895435
1042,549,18895447
1042,550,18895458
1041,550,18895472
1041,551,18895480
1035,550,18895491
1035,550,18895502
1035,550,18895513
1035,550,18895524
1035,551,18895535
1035,551,18895549
1035,551,18895558
1036,551,18895569
1038,550,18895580
1039,550,18895591
1044,551,18895602
1051,552,18895613
1056,553,18895627
1059,554,18895635
1063,555,18895646
1069,554,18895659
1070,555,18895668
1070,556,18895680
1070,557,18895691
1070,557,18895705
1070,557,18895713
1069,559,18895724
1069,559,18895737
1069,558,18895746
1071,556,18895758
1069,556,18895784
1087,556,18895791
1110,553,18895802
1119,552,18895816
1123,550,18895824
1129,550,18895835
1132,551,18895847
1134,551,18895857
1134,550,18895868
1133,551,18895879
1131,550,18895893
1131,550,18895902
1131,547,18895913
1131,547,18895940
1136,550,18895946
1136,550,18895958
1137,550,18895971
1137,550,18895980
1138,550,18895991
1137,551,18896017
1135,554,18896024
1134,552,18896035
1133,552,18896049
1133,552,18896058
1134,552,18896068
1134,552,18896079
1137,552,18896095
1141,551,18896102
1165,555,18896113
1162,554,18896126
1163,554,18896135
1177,555,18896146
1179,555,18896173
1190,555,18896179
1188,555,18896191
1184,557,18896204
1186,556,18896213
1186,556,18896224
1185,557,18896235
1184,557,18896246
1182,557,18896257
1182,556,18896268
1181,555,18896282
1180,553,18896291
1180,552,18896302
1183,553,18896313
1194,555,18896324
1214,555,18896335
1220,556,18896346
1231,556,18896359
1235,557,18896368
1241,557,18896379
1259,556,18896406
1262,552,18896412
1260,552,18896424
1260,553,18896437
1259,553,18896446
1259,553,18896457
1258,552,18896469
1258,551,18896479
1257,552,18896491
1258,552,18896501
1258,552,18896515
1258,552,18896524
1258,551,18896535
1259,551,18896561
1258,551,18896568
1259,550,18896579
1259,551,18896592
1261,553,18896601
1260,554,18896612
1260,553,18896624
1260,553,18896638
1259,552,18896646
1259,552,18896657
1257,552,18896669
1258,552,18896679
1258,552,18896690
1261,552,18896716
1259,552,18896724
1258,554,18896734
1259,554,18896747
1257,554,18896757
1257,554,18896768
1243,554,18896793
793,566,18896801
765,568,18896812
752,569,18896839
724,572,18896845
714,575,18896857
701,579,18896870
698,580,18896879
702,581,18896890
704,582,18896916
703,583,18896924
701,582,18896934
701,582,18896948
699,582,18896957
698,582,18896968
698,582,18896979
688,583,18896990
689,582,18897001
677,581,18897012
674,579,18897026
672,578,18897034
670,577,18897045
670,579,18897058
669,578,18897068
669,578,18897079
669,577,18897104
668,575,18897112
668,577,18897123
668,577,18897135
668,577,18897145
668,578,18897157
668,578,18897182
669,577,18897190
669,577,18897201
669,577,18897214
668,579,18897223
667,580,18897234
666,579,18897260
667,579,18897267
668,579,18897278
673,579,18897291
706,571,18897300
713,570,18897312
718,570,18897323
722,573,18897337
725,573,18897345
726,574,18897357
728,574,18897368
726,575,18897378
726,574,18897390
726,575,18897415
731,576,18897423
730,576,18897434
729,576,18897447
728,575,18897456
728,573,18897467
729,574,18897478
728,573,18897494
729,572,18897500
735,573,18897512
751,573,18897525
755,573,18897534
761,573,18897545
767,574,18897572
774,574,18897578
774,574,18897590
775,575,18897602
775,575,18897612
775,575,18897623
775,575,18897649
776,576,18897656
776,576,18897667
777,575,18897679
781,577,18897690
796,578,18897700
803,578,18897727
817,577,18897734
818,576,18897745
819,576,18897758
826,576,18897767
826,576,18897778
826,575,18897790
827,573,18897804
827,572,18897812
826,572,18897823
826,572,18897835
828,572,18897845
828,573,18897856
829,573,18897882
831,574,18897889
832,576,18897900
832,577,18897913
831,577,18897923
830,578,18897934
828,576,18897945
828,575,18897956
828,575,18897967
828,574,18897978
828,576,18897992
848,575,18898000
853,574,18898011
866,575,18898038
871,576,18898044
873,578,18898056
874,579,18898069
874,578,18898078
870,577,18898089
869,577,18898100
870,577,18898111
872,576,18898123
872,576,18898147
870,576,18898156
870,576,18898167
872,576,18898178
873,575,18898189
873,574,18898200
871,573,18898211
871,573,18898225
871,574,18898234
872,574,18898244
876,574,18898271
921,572,18898278
1014,568,18898289
1021,568,18898303
1028,568,18898311
1035,568,18898323
1040,568,18898334
1083,566,18898345
1085,568,18898356
1085,570,18898381
1085,568,18898389
1083,570,18898400
1080,571,18898412
1080,573,18898423
1080,574,18898433
1082,574,18898458
1083,575,18898466
1084,575,18898478
1085,578,18898504
1086,579,18898511
1085,579,18898523
1086,579,18898535
1099,578,18898544
1121,575,18898556
1124,574,18898567
1126,573,18898578
1129,573,18898589
1130,574,18898600
1131,575,18898614
1131,575,18898622
1130,574,18898633
1130,575,18898645
1130,576,18898656
1129,576,18898666
1128,577,18898678
1127,577,18898691
1127,576,18898700
1133,575,18898711
1139,574,18898738
1148,573,18898744
1165,572,18898756
1169,571,18898770
1175,570,18898778
1201,568,18898789
1197,568,18898801
1195,568,18898811
1188,569,18898822
1156,572,18898848
765,605,18898856
757,606,18898866
748,607,18898880
744,608,18898889
733,609,18898899
685,614,18898926
678,617,18898933
678,617,18898944
678,618,18898958
678,618,18898966
678,619,18898977
678,619,18899004
679,620,18899011
680,619,18899022
678,616,18899035
677,615,18899044
677,614,18899056
677,614,18899081
678,618,18899089
678,618,18899099
678,618,18899113
677,618,18899122
678,618,18899133
678,616,18899144
675,612,18899159
675,612,18899166
675,611,18899177
675,609,18899190
674,610,18899199
675,610,18899210
675,611,18899236
677,613,18899244
676,612,18899255
677,612,18899268
691,613,18899277
755,610,18899289
763,610,18899314
779,609,18899322
783,608,18899333
785,607,18899346
784,608,18899355
784,609,18899366
784,608,18899377
784,608,18899389
785,607,18899399
787,608,18899410
786,608,18899424
786,608,18899433
786,608,18899444
785,607,18899470
782,606,18899477
782,606,18899489
782,606,18899502
782,606,18899510
782,605,18899522
782,605,18899533
782,606,18899543
782,607,18899555
783,607,18899566
783,607,18899580
783,607,18899589
784,607,18899599
782,607,18899612
782,607,18899622
790,608,18899632
804,610,18899659
820,612,18899665
830,613,18899676
835,613,18899690
838,612,18899699
839,612,18899710
838,612,18899737
837,610,18899744
837,611,18899755
839,612,18899768
840,613,18899777
864,612,18899788
867,612,18899799
868,612,18899815
877,611,18899821
880,610,18899847
888,609,18899855
889,609,18899865
889,608,18899877
888,610,18899888
887,609,18899899
887,609,18899924
886,609,18899932
881,611,18899943
883,611,18899956
878,613,18899966
679,739,18899977
675,741,18899988
672,744,18900003
670,746,18900010
666,749,18900021
662,752,18900035
665,754,18900043
668,756,18900055
669,756,18900081
667,758,18900088
668,758,18900098
668,757,18900112
668,756,18900121
669,756,18900132
669,756,18900144
669,756,18900155
669,756,18900165
668,756,18900191
668,754,18900198
668,754,18900210
668,754,18900222
668,755,18900232
670,756,18900243
669,756,18900269
668,760,18900277
668,760,18900288
668,760,18900301
668,761,18900310
668,761,18900321
668,761,18900332
667,761,18900343
666,760,18900354
666,759,18900365
666,759,18900379
667,759,18900388
670,759,18900398
670,758,18900410
657,745,18900421
652,735,18900432
632,607,18900458
631,596,18900465
631,590,18900476
629,583,18900490
624,545,18900498
625,536,18900510
627,535,18900536
627,538,18900543
627,540,18900554
626,540,18900567
626,540,18900576
626,540,18900588
626,540,18900599
626,540,18900610
622,541,18900621
621,541,18900631
619,544,18900645
616,546,18900654
614,547,18900665
611,546,18900676
613,547,18900691
611,546,18900698
610,547,18900709
610,547,18900723
610,547,18900731
610,547,18900743
612,547,18900754
611,545,18900765
608,532,18900776
602,506,18900787
600,497,18900802
597,487,18900809
596,483,18900821
596,483,18900832
598,481,18900843
597,481,18900854
598,481,18900865
595,479,18900880
595,479,18900887
595,478,18900898
598,477,18900912
599,478,18900921
600,477,18900931
600,478,18900958
600,478,18900964
600,478,18900976
599,479,18900988
599,478,18900998
598,478,18901009
599,478,18901035
593,481,18901042
593,481,18901054
593,480,18901066
594,479,18901076
595,477,18901087
594,477,18901113
596,479,18901120
597,478,18901131
598,478,18901145
598,478,18901154
597,481,18901165
596,481,18901177
597,483,18901187
596,482,18901198
597,482,18901225
600,480,18901231
600,479,18901242
599,478,18901255
599,475,18901265
599,474,18901276
600,473,18901287
599,476,18901301
599,476,18901309
598,477,18901321
599,477,18901332
599,476,18901342
599,478,18901354
597,479,18901365
595,479,18901379
594,479,18901387
593,479,18901398
595,478,18901410
595,477,18901421
595,477,18901431
594,477,18901456
593,479,18901464
593,479,18901476
593,480,18901488
593,478,18901498
593,478,18901509
593,478,18901520
593,478,18901533
593,478,18901542
593,478,18901554
593,478,18901565
594,478,18901576
594,478,18901587
594,480,18901598
594,482,18901612
592,484,18901620
592,483,18901631
592,481,18901643
592,481,18901654
591,482,18901664
590,482,18901690
592,482,18901697
591,483,18901709
590,483,18901721
590,483,18901730
590,483,18901742
590,483,18901754
590,483,18901767
591,483,18901775
592,482,18901787
592,482,18901798
592,481,18901809
592,482,18901820
593,482,18901845
596,483,18901854
594,459,18901864
593,448,18901876
593,446,18901887
593,444,18901897
592,438,18901923
591,423,18901930
590,422,18901942
589,423,18901955
588,424,18901964
587,423,18901975
587,422,18901987
586,422,18901997
587,423,18902008
587,424,18902020
587,424,18902033
587,424,18902042
587,424,18902053
588,424,18902065
594,421,18902075
599,417,18902087
599,415,18902097
600,413,18902112
602,410,18902120
602,410,18902131
602,410,18902142
603,408,18902153
603,407,18902164
603,406,18902190
602,404,18902197
602,405,18902208
602,405,18902221
602,404,18902230
602,403,18902242
602,403,18902253
601,405,18902269
601,405,18902275
601,406,18902287
602,404,18902300
603,403,18902308
603,403,18902320
603,403,18902331
603,403,18902342
604,403,18902353
604,403,18902364
606,403,18902378
605,403,18902386
604,405,18902397
602,406,18902409
601,407,18902420
602,407,18902430
603,408,18902441
603,408,18902455
604,407,18902464
604,407,18902475
604,408,18902502
605,409,18902508
605,409,18902520
605,409,18902533
605,408,18902541
605,408,18902553
602,405,18902564
603,405,18902575
604,407,18902586
605,408,18902597
605,409,18902611
607,408,18902620
607,408,18902630
607,409,18902642
607,407,18902653
607,408,18902664
608,409,18902689
608,410,18902697
608,409,18902708
606,409,18902720
606,409,18902730
606,409,18902741
606,408,18902753
607,408,18902767
606,408,18902775
604,407,18902786
604,407,18902797
604,406,18902808
602,406,18902820
602,406,18902845
602,407,18902853
602,407,18902863
602,407,18902876
603,406,18902886
603,406,18902897
603,407,18902908
601,425,18902922
603,430,18902930
603,430,18902941
603,433,18902954
600,436,18902963
600,436,18902975
600,437,18902986
600,437,18903000
598,438,18903008
597,439,18903019
597,439,18903031
597,438,18903041
597,439,18903053
597,437,18903077
597,435,18903086
597,433,18903096
598,435,18903108
599,436,18903120
599,436,18903130
598,436,18903155
599,439,18903163
598,439,18903174
598,439,18903186
598,437,18903197
598,437,18903208
598,437,18903233
598,437,18903241
598,437,18903253
607,439,18903264
609,439,18903274
610,440,18903286
614,441,18903296
619,441,18903307
619,442,18903319
619,443,18903344
617,445,18903352
618,445,18903363
620,446,18903376
620,446,18903386
620,446,18903396
619,447,18903423
619,447,18903430
621,447,18903441
621,447,18903454
620,446,18903463
614,444,18903474
604,441,18903500
596,437,18903507
589,432,18903519
587,431,18903531
582,430,18903541
581,431,18903552
581,430,18903579
581,432,18903586
582,433,18903610
582,432,18903619
582,433,18903630
582,433,18903641
581,432,18903656
581,432,18903663
579,434,18903674
579,434,18903687
578,436,18903696
578,436,18903707
578,435,18903719
578,436,18903734
578,437,18903740
577,438,18903752
578,441,18903765
578,442,18903774
577,443,18903785
577,445,18903797
577,448,18903807
579,452,18903819
578,451,18903843
579,451,18903852
580,448,18903863
581,448,18903874
581,449,18903886
581,449,18903896
581,449,18903907
580,448,18903921
579,446,18903929
577,446,18903940
578,447,18903967
578,449,18903974
578,450,18903985
578,450,18903998
579,450,18904007
579,450,18904019
579,449,18904029
579,450,18904040
577,450,18904052
576,450,18904062
576,451,18904077
576,451,18904085
576,451,18904096
576,451,18904108
577,452,18904119
577,454,18904129
579,455,18904155
579,456,18904162
579,456,18904174
579,456,18904186
578,454,18904196
578,454,18904207
579,453,18904218
579,453,18904233
579,453,18904240
578,452,18904252
578,452,18904263
577,451,18904274
577,450,18904285
577,450,18904310
575,450,18904318
575,449,18904329
575,449,18904342
575,453,18904352
574,453,18904362
574,453,18904389
575,452,18904396
574,451,18904407
574,451,18904420
574,451,18904429
575,452,18904440
574,451,18904467
574,456,18904473
574,457,18904485
575,457,18904498
575,460,18904507
575,460,18904518
575,460,18904529
589,473,18904545
593,479,18904551
595,484,18904562
598,487,18904576
599,488,18904585
600,489,18904595
601,491,18904606
602,491,18904622
603,493,18904628
605,492,18904640
605,492,18904653
604,493,18904662
603,493,18904673
600,496,18904700
602,496,18904706
602,497,18904718
601,498,18904730
600,499,18904740
600,499,18904752
600,499,18904762
600,498,18904778
600,497,18904785
599,497,18904810
600,495,18904818
600,496,18904829
601,497,18904840
602,499,18904851
603,499,18904862
602,499,18904888
605,501,18904895
607,502,18904907
608,505,18904919
608,512,18904929
619,560,18904940
620,562,18904951
620,564,18904965
621,567,18904973
622,571,18904985
623,576,18904997
629,592,18905006
629,594,18905018
630,594,18905028
628,596,18905044
629,600,18905051
628,600,18905062
628,600,18905075
627,600,18905085
627,601,18905095
626,600,18905106
626,598,18905122
625,596,18905128
625,596,18905140
625,595,18905153
625,596,18905162
625,595,18905173
624,594,18905199
624,592,18905206
624,593,18905218
623,595,18905230
623,594,18905239
624,594,18905251
622,589,18905277
620,584,18905284
619,581,18905295
616,577,18905309
616,575,18905317
615,573,18905328
617,572,18905355
618,572,18905361
617,572,18905373
618,571,18905385
618,574,18905395
618,577,18905406
620,589,18905417
613,639,18905427
590,647,18905472
649,616,18905484
650,614,18905510
639,606,18905517
628,590,18905542
635,593,18905551
633,591,18905561
632,590,18905574
620,585,18905584
618,584,18905595
616,585,18905621
616,584,18905628
618,583,18905640
619,582,18905653
620,581,18905661
620,581,18905672
620,581,18905684
621,582,18905699
621,582,18905706
622,581,18905718
622,581,18905730
637,571,18905739
653,561,18905751
656,558,18905761
663,555,18905777
671,557,18905784
672,557,18905795
673,556,18905809
672,556,18905817
671,552,18905828
672,552,18905840
672,553,18905851
672,553,18905861
673,557,18905887
674,558,18905894
673,558,18905906
674,558,18905918
674,560,18905928
674,561,18905939
673,561,18905951
672,561,18905963
672,561,18905972
673,559,18905984
674,554,18905995
676,552,18906006
676,552,18906017
676,552,18906028
680,551,18906042
709,554,18906051
711,554,18906061
718,556,18906073
733,558,18906084
736,558,18906094
740,559,18906120
742,562,18906127
742,561,18906139
743,560,18906151
743,558,18906161
744,558,18906172
744,558,18906199
741,556,18906205
739,556,18906217
738,555,18906231
739,556,18906239
739,557,18906250
740,559,18906262
743,562,18906272
746,561,18906283
771,559,18906309
779,558,18906317
779,558,18906328
780,558,18906340
783,556,18906350
790,554,18906361
789,554,18906388
790,553,18906394
791,554,18906405
791,554,18906418
792,553,18906427
792,552,18906439
793,552,18906465
791,554,18906472
791,555,18906483
791,556,18906495
790,556,18906505
791,557,18906517
791,557,18906542
793,557,18906550
794,557,18906561
795,557,18906573
796,557,18906583
804,556,18906594
816,555,18906605
826,554,18906619
832,554,18906627
844,553,18906639
848,552,18906665
851,553,18906672
851,553,18906684
849,553,18906696
849,553,18906705
849,553,18906717
849,553,18906727
847,553,18906738
847,553,18906750
848,553,18906761
856,552,18906774
897,547,18906783
901,547,18906794
906,548,18906820
911,548,18906827
917,550,18906838
917,551,18906852
917,552,18906861
912,552,18906872
912,552,18906883
913,551,18906898
914,551,18906905
916,552,18906917
916,552,18906930
921,551,18906938
929,551,18906950
939,551,18906961
942,551,18906972
949,548,18906983
952,547,18906994
955,546,18907007
956,547,18907017
958,547,18907027
958,548,18907038
956,551,18907054
953,551,18907060
951,553,18907072
950,554,18907085
950,553,18907094
950,552,18907105
952,550,18907131
953,552,18907138
964,549,18907150
998,546,18907163
1006,546,18907172
1011,549,18907183
1011,550,18907194
1012,550,18907205
1013,551,18907216
1016,555,18907227
1017,557,18907241
1016,557,18907250
1017,555,18907260
1016,556,18907272
1016,557,18907283
1015,557,18907294
1015,557,18907320
1015,557,18907327
1013,554,18907338
1013,555,18907352
1012,555,18907360
1012,554,18907371
1014,555,18907383
1013,555,18907399
1013,556,18907405
1014,556,18907416
1014,557,18907429
1015,557,18907438
1023,556,18907450
1037,556,18907461
1063,557,18907471
1071,557,18907483
1074,558,18907493
1082,558,18907507
1093,557,18907516
1115,557,18907527
1118,557,18907538
1116,557,18907553
1113,557,18907560
1108,560,18907571
1109,559,18907584
1113,558,18907593
1118,556,18907604
1118,557,18907630
1111,560,18907638
1111,559,18907650
1112,558,18907662
1117,556,18907671
1117,556,18907683
1114,557,18907709
1111,558,18907716
1112,558,18907727
1112,558,18907739
1112,559,18907749
1112,558,18907760
1113,556,18907786
1112,556,18907793
1108,555,18907804
1107,555,18907818
1109,554,18907826
1110,552,18907838
1116,551,18907850
1150,544,18907860
1152,544,18907871
1159,549,18907897
1162,548,18907904
1166,547,18907916
1166,549,18907929
1166,556,18907938
1165,554,18907949
1164,555,18907960
1163,555,18907975
1162,554,18907982
1162,555,18907993
1161,555,18908007
1161,555,18908016
1160,554,18908026
1162,553,18908038
1165,552,18908049
1164,553,18908060
1164,553,18908071
1165,551,18908086
1165,550,18908093
1180,552,18908104
1200,553,18908117
1206,554,18908126
1216,554,18908137
1222,555,18908164
1227,555,18908171
1230,552,18908182
1229,553,18908195
1229,552,18908204
1229,552,18908216
1228,551,18908226
1228,552,18908237
1225,552,18908249
1225,552,18908259
1224,552,18908273
1224,551,18908282
1225,550,18908293
1225,551,18908305
1225,551,18908315
1226,552,18908326
1225,552,18908352
1227,552,18908359
1239,551,18908370
1273,548,18908382
1277,548,18908393
1283,546,18908404
1290,547,18908415
1291,546,18908429
1294,546,18908437
1294,546,18908449
1295,547,18908460
1295,548,18908471
1295,550,18908482
1295,550,18908507
1295,550,18908515
1295,549,18908526
1292,550,18908539
1276,552,18908549
1278,551,18908559
1096,554,18908586
721,576,18908593
708,577,18908604
697,578,18908617
673,580,18908626
666,582,18908637
654,584,18908664
652,586,18908670
653,586,18908682
653,585,18908694
654,585,18908704
654,585,18908715
654,583,18908741
653,583,18908748
654,582,18908759
654,582,18908773
654,582,18908782
655,584,18908792
654,584,18908804
654,584,18908815
655,586,18908826
655,586,18908851
656,586,18908859
656,586,18908870
658,586,18908897
681,582,18908903
702,583,18908915
705,582,18908928
710,580,18908937
712,579,18908948
713,578,18908959
717,579,18908974
716,578,18908981
717,578,18908992
719,579,18909006
719,580,18909015
718,580,18909025
719,580,18909053
717,580,18909059
717,580,18909070
717,580,18909083
717,578,18909092
717,578,18909103
717,577,18909131
717,582,18909137
718,582,18909148
719,581,18909161
722,580,18909170
729,581,18909181
734,580,18909192
739,580,18909203
755,582,18909215
756,582,18909225
757,582,18909239
760,578,18909248
759,576,18909259
761,575,18909271
760,575,18909281
761,578,18909292
764,578,18909318
774,578,18909325
791,580,18909336
797,581,18909349
800,581,18909359
804,581,18909370
811,577,18909396
815,579,18909403
815,579,18909415
815,579,18909427
813,579,18909437
813,580,18909448
813,580,18909459
815,581,18909470
816,581,18909481
816,582,18909492
814,583,18909506
814,582,18909514
814,582,18909525
811,581,18909537
810,582,18909548
810,582,18909559
812,584,18909585
841,583,18909592
847,582,18909603
858,581,18909616
864,580,18909625
872,580,18909636
877,581,18909663
883,578,18909670
883,578,18909681
883,578,18909695
883,580,18909703
885,581,18909714
886,582,18909725
886,582,18909736
888,581,18909748
890,582,18909772
894,582,18909781
894,581,18909792
892,582,18909804
893,583,18909814
894,582,18909825
901,582,18909851
909,579,18909858
917,576,18909869
922,575,18909881
925,575,18909897
930,575,18909903
931,575,18909914
931,575,18909928
936,575,18909936
937,576,18909948
938,577,18909959
938,577,18909969
941,575,18909981
941,575,18909992
942,575,18910005
942,575,18910014
